subjID,is_control,eval_index,eval_n_start_ts,rule_text,is_target_rule,input_rule_rating,eval_n_end_ts
user_1579197963470,False,3,1579198468228,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579198479796
user_1579197963470,False,4,1579198479796,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,7,1579198492917
user_1579197963470,False,5,1579198492918,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,6,1579198500494
user_1579197963470,False,6,1579198500494,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,5,1579198508957
user_1579219227658,True,1,1579220145068,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579220168929
user_1579219227658,True,2,1579220168930,"If a lure combination has a diamond, it will catch fish.",False,3,1579220178251
user_1579219227658,True,3,1579220178251,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,3,1579220194689
user_1579219227658,True,4,1579220194689,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,5,1579220204329
user_1579219227658,True,5,1579220204329,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,6,1579220232672
user_1579219227658,True,6,1579220232673,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579220241985
user_1579305566870,True,1,1579306297449,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579306314808
user_1579305566870,True,2,1579306314808,"If a lure combination has a diamond, it will catch fish.",False,2,1579306327360
user_1579305566870,True,3,1579306327360,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579306337872
user_1579305566870,True,4,1579306337872,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,4,1579306350120
user_1579305566870,True,5,1579306350120,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,7,1579306357408
user_1579305566870,True,6,1579306357408,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579306363768
user_1579208200966,False,1,1579208899134,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579208925885
user_1579208200966,False,2,1579208925885,"If a lure combination has a diamond, it will catch fish.",False,1,1579208932389
user_1579208200966,False,3,1579208932389,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579208949757
user_1579208200966,False,4,1579208949758,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,1,1579208957606
user_1579208200966,False,5,1579208957606,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,7,1579208979934
user_1579208200966,False,6,1579208979934,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579208991894
user_1579212319954,True,1,1579212900581,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,3,1579212921980
user_1579212319954,True,2,1579212921980,"If a lure combination has a diamond, it will catch fish.",False,3,1579212932588
user_1579212319954,True,3,1579212932588,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,3,1579212940292
user_1579212319954,True,4,1579212940292,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,4,1579212947772
user_1579212319954,True,5,1579212947772,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,5,1579212958636
user_1579212319954,True,6,1579212958636,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,5,1579212969268
user_1579219153464,True,1,1579219646662,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579219665900
user_1579219153464,True,2,1579219665900,"If a lure combination has a diamond, it will catch fish.",False,1,1579219670908
user_1579219153464,True,3,1579219670908,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579219690892
user_1579219153464,True,4,1579219690892,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,7,1579219701364
user_1579219153464,True,5,1579219701364,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,7,1579219714492
user_1579219153464,True,6,1579219714492,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579219723516
user_1579284342519,False,1,1579284892179,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579284906185
user_1579284342519,False,2,1579284906185,"If a lure combination has a diamond, it will catch fish.",False,2,1579284914337
user_1579284342519,False,3,1579284914337,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579284920792
user_1579284342519,False,4,1579284920793,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,1,1579284926872
user_1579284342519,False,5,1579284926872,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,7,1579284940440
user_1579284342519,False,6,1579284940440,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579284953936
user_1579287780266,True,1,1579288120814,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579288149797
user_1579287780266,True,2,1579288149797,"If a lure combination has a diamond, it will catch fish.",False,1,1579288160260
user_1579287780266,True,3,1579288160260,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579288165972
user_1579287780266,True,4,1579288165972,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,1,1579288170860
user_1579287780266,True,5,1579288170860,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,1,1579288176420
user_1579287780266,True,6,1579288176420,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579288184916
user_1579284397497,True,1,1579285463179,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579285488568
user_1579284397497,True,2,1579285488569,"If a lure combination has a diamond, it will catch fish.",False,1,1579285497047
user_1579284397497,True,3,1579285497047,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,6,1579285515919
user_1579284397497,True,4,1579285515919,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,6,1579285526110
user_1579284397497,True,5,1579285526110,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,6,1579285545975
user_1579284397497,True,6,1579285545975,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579285553103
user_1579194691731,True,1,1579195470032,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579195534055
user_1579194691731,True,2,1579195534055,"If a lure combination has a diamond, it will catch fish.",False,2,1579195552175
user_1579194691731,True,3,1579195552175,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579195569470
user_1579194691731,True,4,1579195569470,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,2,1579195600118
user_1579194691731,True,5,1579195600118,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,7,1579195616559
user_1579194691731,True,6,1579195616560,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579195642447
user_1579212340838,False,1,1579212748374,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,4,1579212784731
user_1579212340838,False,2,1579212784731,"If a lure combination has a diamond, it will catch fish.",False,3,1579212800946
user_1579212340838,False,3,1579212800946,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579212806337
user_1579212340838,False,4,1579212806337,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,3,1579212813697
user_1579212340838,False,5,1579212813697,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,4,1579212827089
user_1579212340838,False,6,1579212827089,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,4,1579212836569
user_1579212226365,True,1,1579212753253,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579212768770
user_1579212226365,True,2,1579212768770,"If a lure combination has a diamond, it will catch fish.",False,1,1579212779169
user_1579212226365,True,3,1579212779169,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579212790801
user_1579212226365,True,4,1579212790801,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,4,1579212800232
user_1579212226365,True,5,1579212800233,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,1,1579212810104
user_1579212226365,True,6,1579212810104,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579212817712
user_1579219158469,False,1,1579219733146,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579219748775
user_1579219158469,False,2,1579219748775,"If a lure combination has a diamond, it will catch fish.",False,7,1579219753358
user_1579219158469,False,3,1579219753358,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579219757518
user_1579219158469,False,4,1579219757518,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,1,1579219766646
user_1579219158469,False,5,1579219766646,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,1,1579219774846
user_1579219158469,False,6,1579219774846,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579219781590
user_1579208538125,False,1,1579209301379,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579209339178
user_1579208538125,False,2,1579209339179,"If a lure combination has a diamond, it will catch fish.",False,2,1579209352899
user_1579208538125,False,3,1579209352899,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579209362043
user_1579208538125,False,4,1579209362043,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,3,1579209381131
user_1579208538125,False,5,1579209381131,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,5,1579209424556
user_1579208538125,False,6,1579209424556,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579209433052
user_1579194724670,False,1,1579195145973,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579195181416
user_1579194724670,False,2,1579195181416,"If a lure combination has a diamond, it will catch fish.",False,2,1579195195303
user_1579194724670,False,3,1579195195303,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579195206111
user_1579194724670,False,4,1579195206111,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,3,1579195219967
user_1579194724670,False,5,1579195219967,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,5,1579195232359
user_1579194724670,False,6,1579195232359,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579195239689
user_1579208807017,True,1,1579209190386,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,3,1579209206457
user_1579208807017,True,2,1579209206457,"If a lure combination has a diamond, it will catch fish.",False,3,1579209213520
user_1579208807017,True,3,1579209213521,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579209222065
user_1579208807017,True,4,1579209222065,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,3,1579209227073
user_1579208807017,True,5,1579209227073,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,3,1579209233441
user_1579208807017,True,6,1579209233441,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,3,1579209244369
user_1579212382927,True,1,1579213360482,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,3,1579213393497
user_1579212382927,True,2,1579213393497,"If a lure combination has a diamond, it will catch fish.",False,5,1579213402097
user_1579212382927,True,3,1579213402097,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,6,1579213407929
user_1579212382927,True,4,1579213407929,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,4,1579213433986
user_1579212382927,True,5,1579213433986,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,3,1579213444706
user_1579212382927,True,6,1579213444706,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,6,1579213449466
user_1579194662020,False,1,1579195054029,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579195068579
user_1579194662020,False,2,1579195068579,"If a lure combination has a diamond, it will catch fish.",False,1,1579195076164
user_1579194662020,False,3,1579195076164,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579195088363
user_1579194662020,False,4,1579195088363,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,3,1579195105587
user_1579194662020,False,5,1579195105587,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,1,1579195122051
user_1579194662020,False,6,1579195122051,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579195128188
user_1579194695509,False,1,1579195912461,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579195930730
user_1579194695509,False,2,1579195930730,"If a lure combination has a diamond, it will catch fish.",False,4,1579195938987
user_1579194695509,False,3,1579195938988,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579195942771
user_1579194695509,False,4,1579195942771,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,3,1579195964138
user_1579194695509,False,5,1579195964139,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,3,1579195982828
user_1579194695509,False,6,1579195982828,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579195993442
user_1579215628572,False,1,1579216107124,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,5,1579216120512
user_1579215628572,False,2,1579216120512,"If a lure combination has a diamond, it will catch fish.",False,1,1579216128007
user_1579215628572,False,3,1579216128007,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579216131694
user_1579215628572,False,4,1579216131694,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,2,1579216145598
user_1579215628572,False,5,1579216145598,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,3,1579216151846
user_1579215628572,False,6,1579216151846,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,7,1579216155910
user_1579194713221,False,1,1579195345934,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,5,1579195361628
user_1579194713221,False,2,1579195361628,"If a lure combination has a diamond, it will catch fish.",False,7,1579195367348
user_1579194713221,False,3,1579195367348,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,6,1579195371660
user_1579194713221,False,4,1579195371660,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,5,1579195382372
user_1579194713221,False,5,1579195382372,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,6,1579195385303
user_1579194713221,False,6,1579195385303,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,3,1579195388349
user_1579194668636,False,1,1579195059611,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579195080409
user_1579194668636,False,2,1579195080409,"If a lure combination has a diamond, it will catch fish.",False,4,1579195096929
user_1579194668636,False,3,1579195096929,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579195101728
user_1579194668636,False,4,1579195101728,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,5,1579195132424
user_1579194668636,False,5,1579195132425,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,3,1579195153184
user_1579194668636,False,6,1579195153185,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,5,1579195164825
user_1579287829598,True,1,1579288352023,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579288377775
user_1579287829598,True,2,1579288377775,"If a lure combination has a diamond, it will catch fish.",False,3,1579288390118
user_1579287829598,True,3,1579288390118,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579288399302
user_1579287829598,True,4,1579288399302,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,5,1579288416078
user_1579287829598,True,5,1579288416078,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,7,1579288423574
user_1579287829598,True,6,1579288423574,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,4,1579288437438
user_1579198652845,False,1,1579199231456,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579199247174
user_1579198652845,False,2,1579199247174,"If a lure combination has a diamond, it will catch fish.",False,2,1579199256358
user_1579198652845,False,3,1579199256358,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579199260534
user_1579198652845,False,4,1579199260534,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,1,1579199267030
user_1579198652845,False,5,1579199267030,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,2,1579199286189
user_1579198652845,False,6,1579199286189,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579199290781
user_1579208311948,False,1,1579208800621,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579208828270
user_1579208311948,False,2,1579208828270,"If a lure combination has a diamond, it will catch fish.",False,1,1579208839966
user_1579208311948,False,3,1579208839966,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579208851462
user_1579208311948,False,4,1579208851462,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,4,1579208865693
user_1579208311948,False,5,1579208865694,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,5,1579208891389
user_1579208311948,False,6,1579208891390,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579208899061
user_1579305586898,True,1,1579306378755,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,4,1579306394841
user_1579305586898,True,2,1579306394842,"If a lure combination has a diamond, it will catch fish.",False,4,1579306406025
user_1579305586898,True,3,1579306406025,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579306426377
user_1579305586898,True,4,1579306426377,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,4,1579306437265
user_1579305586898,True,5,1579306437265,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,6,1579306456193
user_1579305586898,True,6,1579306456193,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,2,1579306466897
user_1579198000158,False,1,1579198322775,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,1,1579198332141
user_1579198000158,False,2,1579198332141,"If a lure combination has a diamond, it will catch fish.",False,1,1579198339444
user_1579198000158,False,3,1579198339444,"If a lure combination has a pointy shape on the bottom, it will catch fish.",True,7,1579198357652
user_1579198000158,False,4,1579198357653,"There is no pattern to which lure combinations catch fish: the results are random, but there are approximately equal numbers that catch fish and don’t.",False,1,1579198364227
user_1579198000158,False,5,1579198364227,"If a lure combination has a yellow shape or a diamond on the bottom, it will catch fish.",False,1,1579198370300
user_1579198000158,False,6,1579198370300,"If a lure combination has a purple dot on at least one of the lures, it will catch fish.",False,1,1579198377679
user_1579215578091,False,1,1579216085866,"If a lure combination has a red shape or a blue shape, it will catch fish.",False,2,1579216121615
user_1579215578091,False,2,1579216121615,"If a lure combination has a diamond, it will catch fish.",False,2,1579216129893
